Product_category,Description,Price,Image
Microwave oven,Wf-261 Hot Plate,"4,362",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/9/99b6d8d3b297b71c5fce3c11237b47f0_4.jpg
Microwave oven,Microwave Oven With Grill Wf-841,"19,013",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/b/5/b5a16ef7f496240b4fc11bfedfe90260_4.jpg
Microwave oven,Wf-3165 Pizza Maker,"6,702",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/b/6/b6fa29d88168c9c03913072c4df9953b_5.jpg
Microwave oven,Wf-4200 Oven Toaster,"9,798",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/6/4/6481d2e581d5973b5ae3d20319259ba9_4.jpg
Microwave oven,Wf-4711 Rotisserie Oven Toaster With Kebab Grill,"15,037",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/9/9/997fb9b3efa1800c645edff3029d08c3_4.jpg
Microwave oven,Wf-2610 Oven Toaster Rotisserie Bbq 27 Liter,"10,585",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/0/d/0d73e31aea55cecddb30b90574c49843_5.jpg
Microwave oven,Oven Toaster Hot Plate 10 Liters Wf-1000D,"6,170",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/d/3/d35119f9fb3bd6842355e8cc9cbfb05f_5_1.jpg
Microwave oven,Microwave Oven Wf-827,"12,170",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/7/c/7ccc24fa595f915b8fc34e0e5becff9e_5.jpg
Microwave oven,Wf-4800 Oven Toaster,"17,202",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/c/2/c2609e6da7d8481194ae86f9cf2d0450_3.jpg
Microwave oven,Microwave Oven Wf-832 With Grill,"16,229",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/f/3/f386b3c84e4537a362bf20830cad0b53_6.jpg
Microwave oven,Wf-262 Hot Plate Double,"6,383",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/4/4/4480023e14411498f894ec5613a09ad8_3.jpg
Microwave oven,Digital Microwave Oven With Grill Wf-854,"21,843",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/7/d/7da4d5b59c8a2eb6a013395c2fd9f5cb_3.jpg
Microwave oven,Microwave Mh8265Cis With Warranty,"38,298",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/5/5/550dbd79bb7cbaabfdb660f06dfc5559_2.jpg
Microwave oven,Microwave Oven Wf-830 With Grill,"13,654",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/1/1/11075d4619170aac15785189b5e4da23_5.jpg
Microwave oven,Wf-3800 Oven Toaster,"39,611",https://d2idx9epdcbzys.cloudfront.net/media/catalog/product/cache/1/small_image/180x/9df78eab33525d08d6e5fb8d27136e95/2/8/28614eab5851ec04775d56916b49343c_5.jpg
